scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Chordaria	Genus	143954	Chordariaceae	143680	C.Agardh, 1817	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Chordaria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Chordaria
Cladosiphon	Genus	143955	Chordariaceae	143680	Kützing, 1843	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Cladosiphon	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Cladosiphon
Eudesme	Genus	143957	Chordariaceae	143680	J.Agardh, 1882	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Eudesme	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Eudesme
Mesogloia	Genus	143961	Chordariaceae	143680	C.Agardh, 1817	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Mesogloia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Mesogloia
Myriocladia	Genus	143962	Chordariaceae	143680	J.Agardh, 1841	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Myriocladia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Myriocladia
Sphaerotrichia	Genus	143966	Chordariaceae	143680	Kylin, 1940	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Sphaerotrichia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Sphaerotrichia
Elachista	Genus	143968	Chordariaceae	143680	Duby, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Elachista	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Elachista
Leptonematella	Genus	143970	Chordariaceae	143680	P.C.Silva, 1959	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Leptonematella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Leptonematella
Microcoryne	Genus	143974	Chordariaceae	143680	Strömfelt, 1888	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Microcoryne	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Microcoryne
Myriactula	Genus	143975	Chordariaceae	143680	Kuntze, 1898	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Myriactula	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Myriactula
Ascocyclus	Genus	143977	Chordariaceae	143680	Magnus, 1874	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Ascocyclus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Ascocyclus
Microspongium	Genus	143978	Chordariaceae	143680	Reinke, 1888	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Microspongium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Microspongium
Myrionema	Genus	143980	Chordariaceae	143680	Greville, 1827	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Myrionema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Myrionema
Protectocarpus	Genus	143981	Chordariaceae	143680	Kornmann, 1955	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Protectocarpus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Protectocarpus
Ulonema	Genus	143982	Chordariaceae	143680	Foslie, 1893	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Ulonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Ulonema
Dictyotophycidae	Subclass	1304855	Phaeophyceae	830	Silberfeld, F.Rousseau & Reviers, 2014	accepted	Chromista	Ochrophyta	Phaeophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae
Sphacelariales	Order	1028	Dictyotophycidae	1304855	Migula, 1909	accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales
Lithodermataceae	Family	143718	Sphacelariales	1028	Hauck, 1883	accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Lithodermataceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales - [Family] Lithodermataceae
Pseudolithoderma	Genus	143984	Lithodermataceae	143718	Svedelius, 1911	accepted	Chromista	Ochrophyta	Phaeophyceae	Sphacelariales	Lithodermataceae	Pseudolithoderma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Sphacelariales - [Family] Lithodermataceae - [Genus] Pseudolithoderma
Ralfsiales	Order	163325	Phaeophyceae	830		accepted	Chromista	Ochrophyta	Phaeophyceae	Ralfsiales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ralfsiales
Ralfsiaceae	Family	143684	Ralfsiales	163325	Farlow, 1881	accepted	Chromista	Ochrophyta	Phaeophyceae	Ralfsiales	Ralfsiaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ralfsiales - [Family] Ralfsiaceae
Ralfsia	Genus	143985	Ralfsiaceae	143684	Berkeley, 1843	accepted	Chromista	Ochrophyta	Phaeophyceae	Ralfsiales	Ralfsiaceae	Ralfsia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ralfsiales - [Family] Ralfsiaceae - [Genus] Ralfsia
Scytosiphonaceae	Family	143777	Ectocarpales	842	Farlow, 1881	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae
Stragularia	Genus	143986	Scytosiphonaceae	143777	Strömfelt, 1886	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Stragularia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Scytosiphonaceae - [Genus] Stragularia
Spermatochnus	Genus	143989	Chordariaceae	143680	Kützing, 1843	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Spermatochnus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Spermatochnus
Stilophora	Genus	143990	Chordariaceae	143680	J.Agardh, 1841	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Stilophora	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Stilophora
Cladophorales	Order	813	Ulvophyceae	146216	Haeckel, 1894	accepted	Plantae	Chlorophyta	Ulvophyceae	Cladophorales			[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Cladophorales
Cladophoraceae	Family	143687	Cladophorales	813	Wille, 1884	accepted	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae		[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Cladophorales - [Family] Cladophoraceae
Chaetomorpha	Genus	143995	Cladophoraceae	143687	Kützing, 1845	accepted	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Chaetomorpha	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Cladophorales - [Family] Cladophoraceae - [Genus] Chaetomorpha
Cladophora	Genus	143996	Cladophoraceae	143687	Kützing, 1843	accepted	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Cladophora	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Cladophorales - [Family] Cladophoraceae - [Genus] Cladophora
Rhizoclonium	Genus	143997	Cladophoraceae	143687	Kützing, 1843	accepted	Plantae	Chlorophyta	Ulvophyceae	Cladophorales	Cladophoraceae	Rhizoclonium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Cladophorales - [Family] Cladophoraceae - [Genus] Rhizoclonium
Codiaceae	Family	143689	Bryopsidales	808	Kützing, 1843	accepted	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae		[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Bryopsidales - [Family] Codiaceae
Codium	Genus	143999	Codiaceae	143689	Stackhouse, 1797	accepted	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Codiaceae	Codium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Bryopsidales - [Family] Codiaceae - [Genus] Codium
Ostreobiaceae	Family	368716	Bryopsidales	808	P.C. Silva, 2007	accepted	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Ostreobiaceae		[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Bryopsidales - [Family] Ostreobiaceae
Ostreobium	Genus	144001	Ostreobiaceae	368716	Bornet & Flahault, 1889	accepted	Plantae	Chlorophyta	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Bryopsidales - [Family] Ostreobiaceae - [Genus] Ostreobium
Cutleriales	Order	22968	Phaeophyceae	830	Bessey, 1907	accepted	Chromista	Ochrophyta	Phaeophyceae	Cutleriales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Cutleriales
Cutleriaceae	Family	143701	Cutleriales	22968	Griffith & Henfrey, 1856	accepted	Chromista	Ochrophyta	Phaeophyceae	Cutleriales	Cutleriaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Cutleriales - [Family] Cutleriaceae
Cutleria	Genus	144054	Cutleriaceae	143701	Greville, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Cutleriales	Cutleriaceae	Cutleria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Cutleriales - [Family] Cutleriaceae - [Genus] Cutleria
Desmarestiales	Order	21237	Phaeophyceae	830	Setchell & Gardner, 1925	accepted	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Desmarestiales
Arthrocladiaceae	Family	143704	Desmarestiales	21237	Chauvin, 1842	accepted	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Arthrocladiaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Desmarestiales - [Family] Arthrocladiaceae
Arthrocladia	Genus	144060	Arthrocladiaceae	143704	Duby, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Arthrocladiaceae	Arthrocladia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Desmarestiales - [Family] Arthrocladiaceae - [Genus] Arthrocladia
Desmarestiaceae	Family	143705	Desmarestiales	21237	(Thuret) Kjellman, 1880	accepted	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Desmarestiaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Desmarestiales - [Family] Desmarestiaceae
Desmarestia	Genus	144061	Desmarestiaceae	143705	J.V.Lamouroux, 1813	accepted	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales	Desmarestiaceae	Desmarestia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Desmarestiales - [Family] Desmarestiaceae - [Genus] Desmarestia
Asperococcus	Genus	144062	Chordariaceae	143680	J.V.Lamouroux, 1813	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Asperococcus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Asperococcus
Delamarea	Genus	144065	Chordariaceae	143680	Hariot, 1889	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Delamarea	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Delamarea
Dictyosiphon	Genus	144067	Chordariaceae	143680	Greville, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Dictyosiphon	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Dictyosiphon
Litosiphon	Genus	144071	Chordariaceae	143680	Harvey, 1849	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Litosiphon	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Litosiphon
Myriotrichia	Genus	144072	Chordariaceae	143680	Harvey, 1834	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Myriotrichia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Myriotrichia
Hecatonema	Genus	144078	Chordariaceae	143680	Sauvageau, 1898 '1897'	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Hecatonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Hecatonema
Punctaria	Genus	144079	Chordariaceae	143680	Greville, 1830	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Punctaria	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Punctaria
Isthmoplea	Genus	144082	Chordariaceae	143680	Kjellman, 1877	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Isthmoplea	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Isthmoplea
Stictyosiphon	Genus	144083	Chordariaceae	143680	Kützing, 1843	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Stictyosiphon	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Chordariaceae - [Genus] Stictyosiphon
Dictyotales	Order	839	Dictyotophycidae	1304855	Bory de Saint-Vincent, 1828	accepted	Chromista	Ochrophyta	Phaeophyceae	Dictyotales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Dictyotales
Dictyotaceae	Family	143716	Dictyotales	839	Lamouroux ex Dumortier, 1822	accepted	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Dictyotales - [Family] Dictyotaceae
Dictyoteae	Tribe	172641	Dictyotaceae	143716	Greville	accepted	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Dictyotales - [Family] Dictyotaceae - [Tribe] Dictyoteae
Dictyota	Genus	144086	Dictyoteae	172641	J.V.Lamouroux, 1809	accepted	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Dictyota	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Subclass] Dictyotophycidae - [Order] Dictyotales - [Family] Dictyotaceae - [Tribe] Dictyoteae - [Genus] Dictyota
Ectocarpaceae	Family	143717	Ectocarpales	842	C. Agardh, 1828	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Ectocarpaceae
Ectocarpus	Genus	144099	Ectocarpaceae	143717	Lyngbye, 1819	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Ectocarpaceae	Ectocarpus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Ectocarpaceae - [Genus] Ectocarpus
Acinetosporaceae	Family	147106	Ectocarpales	842	Hamel ex J. Feldmann, 1937	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Acinetosporaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Acinetosporaceae
Feldmannia	Genus	144100	Acinetosporaceae	147106	G.Hamel, 1939	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Acinetosporaceae	Feldmannia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Acinetosporaceae - [Genus] Feldmannia
Herponema	Genus	144101	Acinetosporaceae	147106	J.Agardh, 1882	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Acinetosporaceae	Herponema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Acinetosporaceae - [Genus] Herponema
Hincksia	Genus	144102	Acinetosporaceae	147106	J.E.Gray, 1864	accepted	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Acinetosporaceae	Hincksia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae - [Order] Ectocarpales - [Family] Acinetosporaceae - [Genus] Hincksia
